,O*NET-SOC Code,Title,Element Name,ability_score
567,11-9121.02,Water Resource Specialists,Problem Sensitivity,0.5087321620145204
568,11-9121.02,Water Resource Specialists,Selective Attention,-0.0937653759191448
570,11-9121.02,Water Resource Specialists,Speed of Closure,0.9015285159342428
571,11-9121.02,Water Resource Specialists,Time Sharing,0.6419578594047268
573,11-9121.02,Water Resource Specialists,Written Comprehension,0.633880900097003
574,11-9131.00,Postmasters and Mail Superintendents,Deductive Reasoning,-0.06075011787552672
578,11-9131.00,Postmasters and Mail Superintendents,Mathematical Reasoning,0.3013189349719715
579,11-9131.00,Postmasters and Mail Superintendents,Memorization,-0.30475673355774147
580,11-9131.00,Postmasters and Mail Superintendents,Perceptual Speed,-0.34580016830126076
581,11-9131.00,Postmasters and Mail Superintendents,Problem Sensitivity,-0.12383746126461194
582,11-9131.00,Postmasters and Mail Superintendents,Selective Attention,-0.3134582209986992
584,11-9131.00,Postmasters and Mail Superintendents,Speed of Closure,-0.21065056456165165
585,11-9131.00,Postmasters and Mail Superintendents,Time Sharing,0.0640650839534615
587,11-9131.00,Postmasters and Mail Superintendents,Written Comprehension,0.32276969382518483
588,11-9141.00,"Property, Real Estate, and Community Association Managers",Deductive Reasoning,0.18472509066286577
592,11-9141.00,"Property, Real Estate, and Community Association Managers",Mathematical Reasoning,0.3846832971727588
593,11-9141.00,"Property, Real Estate, and Community Association Managers",Memorization,-0.702176007587704
594,11-9141.00,"Property, Real Estate, and Community Association Managers",Perceptual Speed,-1.6302066178644947
595,11-9141.00,"Property, Real Estate, and Community Association Managers",Problem Sensitivity,-0.12516672415290103
596,11-9141.00,"Property, Real Estate, and Community Association Managers",Selective Attention,-0.5514588031682172
598,11-9141.00,"Property, Real Estate, and Community Association Managers",Speed of Closure,-0.8134043301477238
599,11-9141.00,"Property, Real Estate, and Community Association Managers",Time Sharing,-0.2715205480371939
601,11-9141.00,"Property, Real Estate, and Community Association Managers",Written Comprehension,0.5329799683331701
602,11-9151.00,Social and Community Service Managers,Deductive Reasoning,0.7935036078380787
606,11-9151.00,Social and Community Service Managers,Mathematical Reasoning,0.6486704441419173
607,11-9151.00,Social and Community Service Managers,Memorization,0.8113816819000417
608,11-9151.00,Social and Community Service Managers,Perceptual Speed,-0.18850377033954677
609,11-9151.00,Social and Community Service Managers,Problem Sensitivity,0.760122359447801
610,11-9151.00,Social and Community Service Managers,Selective Attention,-0.3134582209986992
612,11-9151.00,Social and Community Service Managers,Speed of Closure,0.5635964856326175
613,11-9151.00,Social and Community Service Managers,Time Sharing,1.2198506348559917
615,11-9151.00,Social and Community Service Managers,Written Comprehension,0.5329799683331701
616,11-9161.00,Emergency Management Directors,Deductive Reasoning,1.179279286081301
620,11-9161.00,Emergency Management Directors,Mathematical Reasoning,0.3846832971727588
621,11-9161.00,Emergency Management Directors,Memorization,1.1724432095347606
622,11-9161.00,Emergency Management Directors,Perceptual Speed,0.4352578077844902
623,11-9161.00,Emergency Management Directors,Problem Sensitivity,1.5576800924214065
624,11-9161.00,Emergency Management Directors,Selective Attention,-0.0937653759191448
626,11-9161.00,Emergency Management Directors,Speed of Closure,1.2199644675646208
627,11-9161.00,Emergency Management Directors,Time Sharing,1.2276599966864143
629,11-9161.00,Emergency Management Directors,Written Comprehension,0.633880900097003
630,11-9171.00,Funeral Home Managers,Deductive Reasoning,-0.5831820977792967
634,11-9171.00,Funeral Home Managers,Mathematical Reasoning,0.2906089301058982
635,11-9171.00,Funeral Home Managers,Memorization,0.6350194792365467
636,11-9171.00,Funeral Home Managers,Perceptual Speed,-1.1702502541695525
637,11-9171.00,Funeral Home Managers,Problem Sensitivity,-0.009680364418322917
638,11-9171.00,Funeral Home Managers,Selective Attention,-1.8101157281031661
640,11-9171.00,Funeral Home Managers,Speed of Closure,-0.9282145712117378
641,11-9171.00,Funeral Home Managers,Time Sharing,0.25420135185249865
643,11-9171.00,Funeral Home Managers,Written Comprehension,0.43207903656933705
644,11-9179.01,Fitness and Wellness Coordinators,Deductive Reasoning,0.79714777588236
648,11-9179.01,Fitness and Wellness Coordinators,Mathematical Reasoning,0.03853786963187496
649,11-9179.01,Fitness and Wellness Coordinators,Memorization,1.342934894123583
650,11-9179.01,Fitness and Wellness Coordinators,Perceptual Speed,-0.888201540583032
651,11-9179.01,Fitness and Wellness Coordinators,Problem Sensitivity,0.4942697817899326
652,11-9179.01,Fitness and Wellness Coordinators,Selective Attention,-0.752843911157809
654,11-9179.01,Fitness and Wellness Coordinators,Speed of Closure,-0.18131618693130203
655,11-9179.01,Fitness and Wellness Coordinators,Time Sharing,0.8450012669957117
657,11-9179.01,Fitness and Wellness Coordinators,Written Comprehension,0.43207903656933705
658,11-9179.02,Spa Managers,Deductive Reasoning,0.5578474076412219
662,11-9179.02,Spa Managers,Mathematical Reasoning,0.46804765937354564
663,11-9179.02,Spa Managers,Memorization,0.47222359985485884
664,11-9179.02,Spa Managers,Perceptual Speed,-0.6278488818877812
665,11-9179.02,Spa Managers,Problem Sensitivity,0.35602644140784107
666,11-9179.02,Spa Managers,Selective Attention,-1.0091522304172895
668,11-9179.02,Spa Managers,Speed of Closure,-0.2853855328014344
669,11-9179.02,Spa Managers,Time Sharing,0.6419578594047268
671,11-9179.02,Spa Managers,Written Comprehension,0.02322005265130617
672,11-9199.01,Regulatory Affairs Managers,Deductive Reasoning,0.6756755077396502
676,11-9199.01,Regulatory Affairs Managers,Mathematical Reasoning,-0.26418861926276566
677,11-9199.01,Regulatory Affairs Managers,Memorization,-0.011230829824092433
678,11-9199.01,Regulatory Affairs Managers,Perceptual Speed,-0.4914240887314701
679,11-9199.01,Regulatory Affairs Managers,Problem Sensitivity,0.4942697817899326
680,11-9199.01,Regulatory Affairs Managers,Selective Attention,-0.752843911157809
682,11-9199.01,Regulatory Affairs Managers,Speed of Closure,0.25617220806655566
683,11-9199.01,Regulatory Affairs Managers,Time Sharing,-0.2715205480371939
685,11-9199.01,Regulatory Affairs Managers,Written Comprehension,0.850397482840228
686,11-9199.02,Compliance Managers,Deductive Reasoning,1.1818099583342736
690,11-9199.02,Compliance Managers,Mathematical Reasoning,-0.47826810842132594
691,11-9199.02,Compliance Managers,Memorization,0.47222359985485884
692,11-9199.02,Compliance Managers,Perceptual Speed,-0.486824525094521
693,11-9199.02,Compliance Managers,Problem Sensitivity,1.3039503923047369
694,11-9199.02,Compliance Managers,Selective Attention,-0.0937653759191448
696,11-9199.02,Compliance Managers,Speed of Closure,0.1120275893721921
697,11-9199.02,Compliance Managers,Time Sharing,-0.9077123788197378
699,11-9199.02,Compliance Managers,Written Comprehension,0.8524995855853075
700,11-9199.08,Loss Prevention Managers,Deductive Reasoning,0.5578474076412219
704,11-9199.08,Loss Prevention Managers,Mathematical Reasoning,0.12069615020359974
705,11-9199.08,Loss Prevention Managers,Memorization,0.13306551780967604
706,11-9199.08,Loss Prevention Managers,Perceptual Speed,0.2790462125673403
707,11-9199.08,Loss Prevention Managers,Problem Sensitivity,0.887731596723578
708,11-9199.08,Loss Prevention Managers,Selective Attention,1.5935977258724356
710,11-9199.08,Loss Prevention Managers,Speed of Closure,1.0574971453042241
711,11-9199.08,Loss Prevention Managers,Time Sharing,0.06948825189125575
713,11-9199.08,Loss Prevention Managers,Written Comprehension,0.43207903656933705
714,11-9199.09,Wind Energy Operations Managers,Deductive Reasoning,0.5440805505850483
718,11-9199.09,Wind Energy Operations Managers,Mathematical Reasoning,0.3846832971727588
719,11-9199.09,Wind Energy Operations Managers,Memorization,1.1724432095347606
720,11-9199.09,Wind Energy Operations Managers,Perceptual Speed,0.5914694030016401
721,11-9199.09,Wind Energy Operations Managers,Problem Sensitivity,0.760122359447801
722,11-9199.09,Wind Energy Operations Managers,Selective Attention,0.12592746916040956
724,11-9199.09,Wind Energy Operations Managers,Speed of Closure,0.7325625007834302
725,11-9199.09,Wind Energy Operations Managers,Time Sharing,0.8450012669957117
727,11-9199.09,Wind Energy Operations Managers,Written Comprehension,0.5329799683331701
728,11-9199.10,Wind Energy Development Managers,Deductive Reasoning,1.1818099583342736
732,11-9199.10,Wind Energy Development Managers,Mathematical Reasoning,0.9346565200251731
733,11-9199.10,Wind Energy Development Managers,Memorization,0.46699439888078076
734,11-9199.10,Wind Energy Development Managers,Perceptual Speed,-0.7580252112354067
735,11-9199.10,Wind Energy Development Managers,Problem Sensitivity,0.632513122172024
736,11-9199.10,Wind Energy Development Managers,Selective Attention,-0.7894593853377345
738,11-9199.10,Wind Energy Development Managers,Speed of Closure,0.25617220806655566
739,11-9199.10,Wind Energy Development Managers,Time Sharing,-0.10101614807296883
741,11-9199.10,Wind Energy Development Managers,Written Comprehension,0.7431902428411552
742,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Deductive Reasoning,1.424754494619693
746,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Mathematical Reasoning,1.8102717827244117
747,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Memorization,0.015901816739521613
748,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Perceptual Speed,0.10981698441542742
749,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Problem Sensitivity,1.8516067022799458
750,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Selective Attention,-1.1891783118019246
752,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Speed of Closure,-0.04931148759472977
753,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Time Sharing,-1.0663400410001946
755,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Written Comprehension,1.1636107918571257
756,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Deductive Reasoning,0.4302002992012578
760,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Mathematical Reasoning,-0.11945882377528783
761,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Memorization,-0.9460738341522693
762,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Perceptual Speed,-2.3442671764460012
763,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Problem Sensitivity,0.3746361218438915
764,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Selective Attention,-0.752843911157809
766,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Speed of Closure,-0.9282145712117378
767,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Time Sharing,-0.42640622434057374
769,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Written Comprehension,0.5329799683331701
770,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Deductive Reasoning,-0.1554984870268401
774,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Mathematical Reasoning,0.8443451276409872
775,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Memorization,0.015901816739521613
776,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Perceptual Speed,-1.0292258973762922
777,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Problem Sensitivity,-0.6899439401292767
778,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Selective Attention,-0.5243633522750724
780,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Speed of Closure,-0.55702186965847
781,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Time Sharing,0.25148976788360156
783,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Written Comprehension,0.12214500783476384
784,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Deductive Reasoning,0.5440805505850483
788,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Mathematical Reasoning,1.3567850901969825
789,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Memorization,-0.5662167822616644
790,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Perceptual Speed,-0.34363056281213333
791,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Problem Sensitivity,-0.12516672415290103
792,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Selective Attention,-0.7894593853377345
794,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Speed of Closure,0.40988434684958647
795,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Time Sharing,-1.4839239722102868
797,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Written Comprehension,0.32276969382518483
798,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Deductive Reasoning,0.9211507162780423
802,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Mathematical Reasoning,0.4715211744652451
803,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Memorization,0.6350194792365467
804,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Perceptual Speed,-1.4002284360170236
805,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Problem Sensitivity,-0.12516672415290103
806,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Selective Attention,-0.752843911157809
808,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Speed of Closure,-0.021105355257855313
809,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Time Sharing,-0.10101614807296883
