,O*NET-SOC Code,Title,Element Name,activity_score
323,11-3012.00,Administrative Services Managers,Staffing Organizational Units,1.7976996078763372
324,11-3012.00,Administrative Services Managers,Thinking Creatively,0.14927766869589232
325,11-3012.00,Administrative Services Managers,Training and Teaching Others,-0.03632989766724849
326,11-3012.00,Administrative Services Managers,Updating and Using Relevant Knowledge,0.28102961619783673
327,11-3012.00,Administrative Services Managers,Working with Computers,0.4843495607170716
328,11-3013.00,Facilities Managers,Analyzing Data or Information,0.2388715787058735
329,11-3013.00,Facilities Managers,Assisting and Caring for Others,-0.10504799550826795
330,11-3013.00,Facilities Managers,Coaching and Developing Others,0.7162876573909664
331,11-3013.00,Facilities Managers,Communicating with People Outside the Organization,1.1511230604378
332,11-3013.00,Facilities Managers,"Communicating with Supervisors, Peers, or Subordinates",0.9568687788987872
333,11-3013.00,Facilities Managers,Controlling Machines and Processes,0.6894379852496265
334,11-3013.00,Facilities Managers,Coordinating the Work and Activities of Others,1.8987561428835018
335,11-3013.00,Facilities Managers,Developing Objectives and Strategies,0.6821207713367358
336,11-3013.00,Facilities Managers,Developing and Building Teams,1.4274010251489337
337,11-3013.00,Facilities Managers,Documenting/Recording Information,-0.07736429935864192
338,11-3013.00,Facilities Managers,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",1.9590571943737762
339,11-3013.00,Facilities Managers,Establishing and Maintaining Interpersonal Relationships,0.21229838491437544
340,11-3013.00,Facilities Managers,"Estimating the Quantifiable Characteristics of Products, Events, or Information",1.0600243521032093
341,11-3013.00,Facilities Managers,Evaluating Information to Determine Compliance with Standards,0.4232680884362358
342,11-3013.00,Facilities Managers,Getting Information,0.6266889402153532
343,11-3013.00,Facilities Managers,"Guiding, Directing, and Motivating Subordinates",1.5499417765695713
344,11-3013.00,Facilities Managers,Handling and Moving Objects,0.35101727295199003
345,11-3013.00,Facilities Managers,"Identifying Objects, Actions, and Events",0.7709014368501135
346,11-3013.00,Facilities Managers,"Inspecting Equipment, Structures, or Materials",0.7266018769186907
347,11-3013.00,Facilities Managers,Interpreting the Meaning of Information for Others,0.418989371682151
348,11-3013.00,Facilities Managers,"Judging the Qualities of Objects, Services, or People",1.6052552196014933
349,11-3013.00,Facilities Managers,Making Decisions and Solving Problems,1.057030387240067
350,11-3013.00,Facilities Managers,"Monitoring Processes, Materials, or Surroundings",1.0123994071121831
351,11-3013.00,Facilities Managers,Monitoring and Controlling Resources,2.289568795607451
352,11-3013.00,Facilities Managers,"Operating Vehicles, Mechanized Devices, or Equipment",0.6292346349610968
353,11-3013.00,Facilities Managers,"Organizing, Planning, and Prioritizing Work",1.5965022482722402
354,11-3013.00,Facilities Managers,Performing Administrative Activities,1.589618386814742
355,11-3013.00,Facilities Managers,Performing General Physical Activities,0.4954326987880794
356,11-3013.00,Facilities Managers,Performing for or Working Directly with the Public,-0.11008727970810135
357,11-3013.00,Facilities Managers,Processing Information,-0.04034636895390731
358,11-3013.00,Facilities Managers,Providing Consultation and Advice to Others,0.6522840477312881
359,11-3013.00,Facilities Managers,Repairing and Maintaining Electronic Equipment,1.0243764003858613
360,11-3013.00,Facilities Managers,Repairing and Maintaining Mechanical Equipment,0.9419576150783824
361,11-3013.00,Facilities Managers,Resolving Conflicts and Negotiating with Others,1.5974005451789552
362,11-3013.00,Facilities Managers,Scheduling Work and Activities,1.5652117998728647
363,11-3013.00,Facilities Managers,Selling or Influencing Others,0.17102607508341938
364,11-3013.00,Facilities Managers,Staffing Organizational Units,1.9520845179632083
365,11-3013.00,Facilities Managers,Thinking Creatively,1.0180376255076635
366,11-3013.00,Facilities Managers,Training and Teaching Others,0.2255328176603845
367,11-3013.00,Facilities Managers,Updating and Using Relevant Knowledge,0.30785228128887915
368,11-3013.00,Facilities Managers,Working with Computers,0.31267117353671575
369,11-3013.01,Security Managers,Analyzing Data or Information,1.1089275580492688
370,11-3013.01,Security Managers,Assisting and Caring for Others,1.1117859549543672
371,11-3013.01,Security Managers,Coaching and Developing Others,2.475801135069542
372,11-3013.01,Security Managers,Communicating with People Outside the Organization,1.0949512844193334
373,11-3013.01,Security Managers,"Communicating with Supervisors, Peers, or Subordinates",1.6662352845453232
374,11-3013.01,Security Managers,Controlling Machines and Processes,-0.3484397729827276
375,11-3013.01,Security Managers,Coordinating the Work and Activities of Others,1.8791562589710715
376,11-3013.01,Security Managers,Developing Objectives and Strategies,1.9365456149598212
377,11-3013.01,Security Managers,Developing and Building Teams,2.6965843422832956
378,11-3013.01,Security Managers,Documenting/Recording Information,0.9429438570502006
379,11-3013.01,Security Managers,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",0.8378007622227578
380,11-3013.01,Security Managers,Establishing and Maintaining Interpersonal Relationships,1.4780048440026265
381,11-3013.01,Security Managers,"Estimating the Quantifiable Characteristics of Products, Events, or Information",0.8348005416384207
382,11-3013.01,Security Managers,Evaluating Information to Determine Compliance with Standards,1.4458249471260622
383,11-3013.01,Security Managers,Getting Information,0.9038226026637727
384,11-3013.01,Security Managers,"Guiding, Directing, and Motivating Subordinates",2.393134866924948
385,11-3013.01,Security Managers,Handling and Moving Objects,-0.2225034380205186
386,11-3013.01,Security Managers,"Identifying Objects, Actions, and Events",0.7614702489319475
387,11-3013.01,Security Managers,"Inspecting Equipment, Structures, or Materials",0.645602112600896
388,11-3013.01,Security Managers,Interpreting the Meaning of Information for Others,0.5521420455227088
389,11-3013.01,Security Managers,"Judging the Qualities of Objects, Services, or People",1.382671242697108
390,11-3013.01,Security Managers,Making Decisions and Solving Problems,1.5105777060475771
391,11-3013.01,Security Managers,"Monitoring Processes, Materials, or Surroundings",0.8277626932921363
392,11-3013.01,Security Managers,Monitoring and Controlling Resources,2.460661830342252
393,11-3013.01,Security Managers,"Operating Vehicles, Mechanized Devices, or Equipment",-0.05752800434206415
394,11-3013.01,Security Managers,"Organizing, Planning, and Prioritizing Work",0.8982379104090027
395,11-3013.01,Security Managers,Performing Administrative Activities,1.2595327225066475
396,11-3013.01,Security Managers,Performing General Physical Activities,0.25242772669198826
397,11-3013.01,Security Managers,Performing for or Working Directly with the Public,0.6244134263056044
398,11-3013.01,Security Managers,Processing Information,0.5666612504197197
399,11-3013.01,Security Managers,Providing Consultation and Advice to Others,1.9534305112529606
400,11-3013.01,Security Managers,Repairing and Maintaining Electronic Equipment,0.3953801375481905
401,11-3013.01,Security Managers,Repairing and Maintaining Mechanical Equipment,-0.07964885827668117
402,11-3013.01,Security Managers,Resolving Conflicts and Negotiating with Others,2.583663077937375
403,11-3013.01,Security Managers,Scheduling Work and Activities,1.7119399246119746
404,11-3013.01,Security Managers,Selling or Influencing Others,2.1288512025374136
405,11-3013.01,Security Managers,Staffing Organizational Units,3.6954824709719736
406,11-3013.01,Security Managers,Thinking Creatively,0.7205435740312077
407,11-3013.01,Security Managers,Training and Teaching Others,1.4234115711580113
408,11-3013.01,Security Managers,Updating and Using Relevant Knowledge,0.8335150520228285
409,11-3013.01,Security Managers,Working with Computers,1.1401852426992543
410,11-3021.00,Computer and Information Systems Managers,Analyzing Data or Information,1.0842039154039333
411,11-3021.00,Computer and Information Systems Managers,Assisting and Caring for Others,-0.6045220733157165
412,11-3021.00,Computer and Information Systems Managers,Coaching and Developing Others,1.5279312322616145
413,11-3021.00,Computer and Information Systems Managers,Communicating with People Outside the Organization,-0.34866493844490165
414,11-3021.00,Computer and Information Systems Managers,"Communicating with Supervisors, Peers, or Subordinates",1.0938575067398337
415,11-3021.00,Computer and Information Systems Managers,Controlling Machines and Processes,-0.8587593286673778
416,11-3021.00,Computer and Information Systems Managers,Coordinating the Work and Activities of Others,1.8953309204522037
417,11-3021.00,Computer and Information Systems Managers,Developing Objectives and Strategies,1.6643184289369635
418,11-3021.00,Computer and Information Systems Managers,Developing and Building Teams,2.2984441914537364
419,11-3021.00,Computer and Information Systems Managers,Documenting/Recording Information,0.038292075264106246
420,11-3021.00,Computer and Information Systems Managers,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.2199114110488722
421,11-3021.00,Computer and Information Systems Managers,Establishing and Maintaining Interpersonal Relationships,0.5556802604042769
422,11-3021.00,Computer and Information Systems Managers,"Estimating the Quantifiable Characteristics of Products, Events, or Information",1.4180924637348833
423,11-3021.00,Computer and Information Systems Managers,Evaluating Information to Determine Compliance with Standards,0.7165828044533762
424,11-3021.00,Computer and Information Systems Managers,Getting Information,0.918556144196298
425,11-3021.00,Computer and Information Systems Managers,"Guiding, Directing, and Motivating Subordinates",2.0538041509952913
426,11-3021.00,Computer and Information Systems Managers,Handling and Moving Objects,-1.0106095057862294
427,11-3021.00,Computer and Information Systems Managers,"Identifying Objects, Actions, and Events",1.2741781907906131
428,11-3021.00,Computer and Information Systems Managers,"Inspecting Equipment, Structures, or Materials",-0.13003917421157918
429,11-3021.00,Computer and Information Systems Managers,Interpreting the Meaning of Information for Others,0.623004709430586
430,11-3021.00,Computer and Information Systems Managers,"Judging the Qualities of Objects, Services, or People",1.6579327566310798
431,11-3021.00,Computer and Information Systems Managers,Making Decisions and Solving Problems,1.0017224284845734
432,11-3021.00,Computer and Information Systems Managers,"Monitoring Processes, Materials, or Surroundings",1.065756482038418
433,11-3021.00,Computer and Information Systems Managers,Monitoring and Controlling Resources,2.0094322101996682
434,11-3021.00,Computer and Information Systems Managers,"Operating Vehicles, Mechanized Devices, or Equipment",-0.7152620449132522
435,11-3021.00,Computer and Information Systems Managers,"Organizing, Planning, and Prioritizing Work",1.7886621982917867
436,11-3021.00,Computer and Information Systems Managers,Performing Administrative Activities,1.037661869561175
437,11-3021.00,Computer and Information Systems Managers,Performing General Physical Activities,-0.923601948465383
438,11-3021.00,Computer and Information Systems Managers,Performing for or Working Directly with the Public,-1.063266682821225
439,11-3021.00,Computer and Information Systems Managers,Processing Information,0.8629840602878848
440,11-3021.00,Computer and Information Systems Managers,Providing Consultation and Advice to Others,1.4328254827983127
441,11-3021.00,Computer and Information Systems Managers,Repairing and Maintaining Electronic Equipment,-0.2767181499907736
